0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,4.854763569715608173e+04
4.166666666666666435e-02,4.563870131772795139e+04
6.250000000000000000e-02,4.274331406117462029e+04
8.333333333333332871e-02,4.180081243690395058e+04
1.041666666666666574e-01,4.103959075724889408e+04
1.250000000000000000e-01,3.870674582206911873e+04
1.458333333333333148e-01,4.057902521008972690e+04
1.666666666666666574e-01,3.942131865532029769e+04
1.875000000000000000e-01,3.733192308236470853e+04
2.083333333333333148e-01,3.957487268463213695e+04
2.291666666666666574e-01,4.030226673826936167e+04
2.500000000000000000e-01,3.708039568828579650e+04
2.708333333333333148e-01,3.704216548619486275e+04
2.916666666666666297e-01,4.021508422940985474e+04
3.125000000000000000e-01,4.022094627633580239e+04
3.333333333333333148e-01,3.693937761597481585e+04
3.541666666666666297e-01,3.706779382142843679e+04
3.750000000000000000e-01,4.031667090930289123e+04
3.958333333333333148e-01,3.934267222356139246e+04
4.166666666666666297e-01,3.720043993317618151e+04
4.375000000000000000e-01,3.733837516430791584e+04
4.583333333333333148e-01,3.956004420007506269e+04
4.791666666666666297e-01,4.075432878222736326e+04
5.000000000000000000e-01,3.736427068490799138e+04
5.208333333333332593e-01,3.563710972562085954e+04
5.416666666666666297e-01,4.182248692812173977e+04
5.625000000000000000e-01,4.012482283436982107e+04
5.833333333333332593e-01,3.531500335069169523e+04
6.041666666666666297e-01,3.859782547037418408e+04
6.250000000000000000e-01,4.094202418671696796e+04
6.458333333333332593e-01,3.837332631605464849e+04
6.666666666666666297e-01,3.647107340257636679e+04
6.875000000000000000e-01,3.913558611601374287e+04
7.083333333333332593e-01,4.106678356198038819e+04
7.291666666666666297e-01,3.805749415776826208e+04
7.500000000000000000e-01,3.618712182532171573e+04
7.708333333333332593e-01,3.880419000207558565e+04
7.916666666666666297e-01,4.083065324906887690e+04
8.125000000000000000e-01,3.922334795055094582e+04
8.333333333333332593e-01,3.627021020629913255e+04
8.541666666666666297e-01,3.715933124226584187e+04
8.750000000000000000e-01,4.229117812168760429e+04
8.958333333333332593e-01,4.019682049264550733e+04
